release_date,price,average_playtime,release_month,release_year,multi_player,single_player,sports,total_ratings
2016-08-25,2.09,0,8,2016,0,1,0,19
2017-04-25,14.99,187,4,2017,0,1,0,890
2016-07-19,0.79,0,7,2016,0,1,0,103
2016-07-29,0.79,221,7,2016,0,1,0,120
2016-09-14,6.99,0,9,2016,1,1,0,13
2016-09-08,2.79,0,9,2016,0,1,0,645
2016-10-14,2.79,0,10,2016,0,1,0,2
2017-08-31,15.49,0,8,2017,1,1,0,97
2016-07-21,4.99,0,7,2016,0,1,0,3
2016-07-18,6.99,0,7,2016,0,1,0,6
2016-08-04,6.99,0,8,2016,0,1,0,8
2016-07-21,6.99,0,7,2016,0,1,0,2
2016-07-19,4.99,0,7,2016,0,1,0,4
2016-07-29,6.99,0,7,2016,0,0,0,53
2016-07-22,1.59,0,7,2016,0,1,0,15
2016-08-24,10.99,0,8,2016,0,1,0,19
2016-08-29,1.99,0,8,2016,0,1,0,24
2016-09-28,0.0,0,9,2016,0,1,0,80
2016-08-25,7.19,0,8,2016,0,1,0,74
2016-10-03,3.99,0,10,2016,0,1,0,95
2017-05-02,0.79,271,5,2017,1,1,0,11
2017-03-06,0.79,247,3,2017,1,0,0,126
2017-12-06,11.39,0,12,2017,0,1,0,24
2016-08-25,6.99,0,8,2016,0,1,0,8
2016-08-11,1.59,171,8,2016,0,1,0,3704
2016-09-07,3.99,0,9,2016,0,1,0,22
2016-08-14,8.99,0,8,2016,1,1,0,110
2017-04-07,6.99,0,4,2017,1,1,0,2181
2016-07-26,10.99,0,7,2016,0,1,0,26
2017-02-23,6.99,116,2,2017,0,1,0,301
2017-08-24,0.79,279,8,2017,0,1,0,22
2017-02-22,0.79,241,2,2017,0,1,0,5
2016-09-05,6.99,0,9,2016,0,1,0,58
2016-09-28,6.99,0,9,2016,0,1,0,136
2016-07-19,1.69,0,7,2016,0,1,0,120
2017-02-23,3.99,0,2,2017,0,1,0,58
2017-02-24,10.99,257,2,2017,0,1,0,4226
2017-09-14,14.99,49,9,2017,0,1,0,531
2017-08-09,14.99,0,8,2017,0,1,0,387
2016-10-12,0.0,0,10,2016,0,1,0,141
2017-03-10,6.99,0,3,2017,0,1,0,25
2016-09-02,1.99,0,9,2016,0,1,0,10
2017-01-17,6.99,0,1,2017,0,1,0,6
2016-09-30,14.99,0,9,2016,0,1,0,4
2016-09-26,3.99,0,9,2016,0,1,0,11
2018-08-28,10.99,0,8,2018,1,1,0,6
2016-09-10,11.39,15,9,2016,1,1,0,292
2018-07-09,6.99,0,7,2018,0,1,0,10
2016-07-28,0.79,611,7,2016,0,1,0,741
2016-08-25,1.59,0,8,2016,0,1,0,37
2016-10-03,4.99,0,10,2016,0,1,0,32
2016-07-26,6.99,0,7,2016,0,1,1,9
2018-01-26,39.99,1081,1,2018,0,1,0,3704
2016-09-07,7.19,0,9,2016,0,1,0,41
2016-08-29,1.99,0,8,2016,1,1,0,36
2016-07-29,3.99,0,7,2016,0,1,0,10
2016-12-15,6.99,0,12,2016,0,1,0,103
2017-05-25,14.99,0,5,2017,0,1,0,1210
2017-06-21,5.59,0,6,2017,0,1,0,26
2016-07-27,3.99,0,7,2016,0,1,0,31
2016-10-14,7.99,0,10,2016,0,1,0,675
2016-11-17,10.99,332,11,2016,0,1,0,1744
2018-01-25,14.99,638,1,2018,0,1,0,7445
2016-09-02,1.99,191,9,2016,0,1,0,5
2016-08-22,1.99,0,8,2016,0,1,0,8
2016-09-09,3.99,0,9,2016,0,1,0,23
2017-08-10,0.0,6,8,2017,1,0,0,392
2016-10-21,4.79,288,10,2016,0,1,0,113
2017-11-08,0.0,1614,11,2017,1,1,0,49093
2016-10-07,10.99,326,10,2016,0,1,0,46
2016-10-12,10.99,0,10,2016,0,1,0,233
2016-08-26,3.99,21,8,2016,0,1,0,204
2016-12-15,10.99,0,12,2016,0,1,0,21
2016-11-17,4.79,0,11,2016,0,1,0,24
2018-05-17,11.39,0,5,2018,0,1,0,37
2017-05-26,6.99,0,5,2017,0,1,0,15
2017-08-11,6.99,0,8,2017,0,1,0,89
2016-11-17,9.99,0,11,2016,0,1,0,14
2016-08-14,5.59,221,8,2016,1,1,0,320
2016-07-28,2.99,0,7,2016,0,1,0,8
2018-01-30,10.99,0,1,2018,0,1,0,33
2018-12-12,4.99,0,12,2018,0,1,0,2
2019-03-11,0.0,0,3,2019,0,1,0,19
2016-07-26,0.0,0,7,2016,0,1,0,42
2017-01-29,8.99,0,1,2017,0,1,0,9
2016-09-02,4.99,0,9,2016,0,0,0,25
2017-03-07,5.19,0,3,2017,0,1,0,21
2016-09-16,6.99,0,9,2016,0,1,0,22
2016-07-29,1.59,146,7,2016,0,1,0,727
2016-09-22,6.99,0,9,2016,0,1,0,43
2016-09-08,6.99,49,9,2016,1,1,1,47
2016-07-26,2.79,0,7,2016,0,1,0,9
2016-07-27,3.99,0,7,2016,0,1,0,13
2016-08-12,6.99,779,8,2016,0,1,0,49
2018-04-25,11.39,224,4,2018,0,1,0,101
2016-08-01,1.99,275,8,2016,0,1,0,145
2017-01-27,7.99,0,1,2017,0,1,0,264
2016-10-04,11.99,0,10,2016,0,1,0,30
2017-05-09,22.99,0,5,2017,0,1,0,41
2017-04-18,22.99,0,4,2017,0,1,0,51
2017-09-01,1.69,0,9,2017,0,1,0,10
2017-01-26,6.99,0,1,2017,1,1,1,16
2016-08-23,5.79,0,8,2016,0,1,0,10
2016-10-27,12.99,1360,10,2016,1,1,0,1703
2016-07-26,4.99,301,7,2016,0,1,0,284
2017-10-10,5.79,0,10,2017,0,1,1,11
2017-01-17,6.99,0,1,2017,0,1,0,3
2018-02-28,5.99,0,2,2018,0,1,0,115
2016-09-16,4.79,0,9,2016,0,1,0,11
2017-07-27,14.99,928,7,2017,1,0,0,7621
2017-10-03,3.99,0,10,2017,0,1,0,377
2017-07-10,11.99,326,7,2017,1,1,0,401
2016-07-27,1.59,0,7,2016,0,1,0,18
2016-07-26,0.79,0,7,2016,0,1,0,15
2017-02-14,11.99,179,2,2017,0,1,0,607
2016-11-04,0.0,5,11,2016,0,1,0,673
2016-07-29,3.19,220,7,2016,0,1,0,112
2016-08-15,0.0,1543,8,2016,1,1,0,2846
2017-05-31,6.99,0,5,2017,0,1,0,27
2016-08-31,0.0,0,8,2016,0,1,0,36
2016-08-08,1.59,0,8,2016,0,1,0,11
2017-08-07,12.99,84,8,2017,1,1,0,845
2017-02-23,10.99,0,2,2017,0,1,0,132
2016-09-14,3.99,0,9,2016,0,1,0,26
2018-04-03,1.69,0,4,2018,0,1,0,3
2016-08-01,3.99,0,8,2016,0,1,0,4
2016-08-04,1.59,0,8,2016,0,1,0,78
2016-10-07,5.79,100,10,2016,0,1,0,5254
2016-07-27,0.79,236,7,2016,0,1,0,110
2018-04-01,7.19,0,4,2018,0,1,0,7
2017-05-17,1.59,232,5,2017,1,1,0,469
2016-09-28,3.99,0,9,2016,0,1,0,33
2016-09-26,3.99,253,9,2016,0,1,0,21
2016-08-07,6.99,0,8,2016,0,1,0,21
2017-02-22,6.99,935,2,2017,0,1,0,454
2017-07-13,6.99,140,7,2017,0,1,0,323
2016-12-15,3.99,0,12,2016,0,1,0,14
2016-07-26,6.99,0,7,2016,0,1,1,13
2017-07-19,10.99,0,7,2017,0,1,0,3
2016-10-10,7.19,111,10,2016,0,1,0,2334
2016-11-14,5.79,11,11,2016,0,1,1,19
2016-09-06,8.99,0,9,2016,0,1,0,61
2016-10-26,3.99,0,10,2016,0,1,0,17
2016-08-09,10.99,0,8,2016,0,1,1,29
2017-05-19,3.99,6,5,2017,0,1,0,44
2016-07-29,4.99,0,7,2016,0,1,0,5
2016-07-30,0.0,0,7,2016,0,1,0,26
2016-08-15,5.19,0,8,2016,0,1,0,14
2017-03-24,19.99,0,3,2017,0,1,1,36
2016-12-27,2.09,0,12,2016,0,1,0,8
2016-08-03,1.99,0,8,2016,0,1,0,15
2016-09-08,0.79,220,9,2016,0,1,0,186
2016-08-18,0.79,223,8,2016,0,1,0,333
2017-05-15,1.99,203,5,2017,0,1,0,47
2016-11-28,3.99,0,11,2016,0,1,0,7
2016-11-10,23.79,187,11,2016,1,1,0,2023
2017-06-05,3.19,337,6,2017,0,1,0,145
2016-09-09,1.69,438,9,2016,0,1,0,314
2016-08-05,0.79,173,8,2016,1,1,0,404
2016-07-29,4.99,777,7,2016,0,1,0,174
2018-02-09,2.79,169,2,2018,0,1,0,2231
2017-10-12,4.79,4,10,2017,0,1,0,17
2016-11-02,5.59,212,11,2016,0,1,0,61
2019-03-05,0.0,0,3,2019,0,1,1,1
2016-10-06,13.0,0,10,2016,0,1,0,122
2016-07-28,0.79,207,7,2016,0,1,0,675
2017-08-04,14.99,10,8,2017,0,1,0,157
2017-05-05,5.59,0,5,2017,0,1,0,3
2016-10-31,13.59,0,10,2016,0,1,0,10
2016-10-07,0.0,45,10,2016,0,1,0,793
2018-06-04,3.99,0,6,2018,0,1,0,41
2019-04-01,11.39,297,4,2019,0,1,0,3404
2017-01-24,7.19,0,1,2017,1,1,0,18
2017-03-28,6.99,0,3,2017,0,1,1,177
2016-08-04,3.99,196,8,2016,0,1,0,23
2016-08-05,7.99,136,8,2016,1,1,0,432
2016-08-04,4.79,0,8,2016,0,1,1,16
2016-08-12,0.79,337,8,2016,0,1,0,526
2016-08-08,0.79,0,8,2016,0,1,0,6
2018-07-06,1.99,0,7,2018,0,1,0,7
2016-08-05,0.79,246,8,2016,0,1,0,504
2016-08-03,2.79,0,8,2016,0,1,0,3
2018-12-19,23.79,0,12,2018,0,1,0,8
2016-11-03,4.79,0,11,2016,1,1,0,36
2016-07-28,1.69,0,7,2016,0,1,0,17
2016-09-20,6.99,0,9,2016,0,1,0,103
2016-10-28,1.99,322,10,2016,0,1,0,42
2016-09-08,5.99,0,9,2016,0,1,0,310
2016-09-02,0.79,0,9,2016,0,1,0,39
2016-08-01,0.79,0,8,2016,0,1,0,58
2016-08-16,0.79,0,8,2016,0,1,0,3
2018-05-17,0.79,65,5,2018,0,1,0,918
2016-09-29,3.99,0,9,2016,0,1,0,16
2016-09-06,3.99,0,9,2016,0,1,0,9
2017-04-10,5.19,0,4,2017,0,1,0,14
2016-08-03,1.59,289,8,2016,0,1,0,41
2016-09-02,1.59,478,9,2016,0,1,0,114
2017-08-10,8.99,256,8,2017,0,1,0,781
2016-08-08,0.79,259,8,2016,0,1,0,133
2016-11-18,0.79,289,11,2016,0,1,0,36
2017-03-13,13.59,0,3,2017,0,1,1,23
2016-08-09,0.79,201,8,2016,0,1,0,378
2017-02-27,4.99,0,2,2017,0,1,0,10
2016-08-16,3.99,0,8,2016,0,1,0,25
2016-09-14,6.99,0,9,2016,0,1,0,15
2016-09-14,0.0,0,9,2016,1,0,0,67
2016-10-10,2.09,1,10,2016,0,1,0,57
2016-08-04,1.59,195,8,2016,0,1,0,1690
2016-08-05,4.79,274,8,2016,0,1,1,340
2017-05-18,15.49,84,5,2017,0,1,0,471
2017-02-17,7.99,0,2,2017,0,1,0,31
2016-08-10,0.79,0,8,2016,0,1,0,38
2016-09-15,1.99,0,9,2016,0,1,0,4
2016-08-03,4.79,0,8,2016,0,1,0,4
2016-08-04,11.99,0,8,2016,0,1,0,61
2016-08-16,0.79,0,8,2016,0,1,0,19
2018-06-21,5.19,0,6,2018,0,1,0,12
2016-09-27,0.0,0,9,2016,1,0,1,385
2016-08-03,1.99,0,8,2016,0,1,0,16
2016-11-29,0.79,0,11,2016,0,1,0,5
2017-04-01,0.0,0,4,2017,0,1,0,30
2016-11-17,13.99,0,11,2016,0,1,0,80
2017-03-15,0.0,1,3,2017,1,1,0,186
2018-02-15,5.59,0,2,2018,0,1,0,254
2018-08-28,14.49,0,8,2018,1,1,0,471
2016-09-29,0.79,254,9,2016,0,1,0,139
2017-05-01,1.99,0,5,2017,0,1,0,22
2017-05-09,6.99,0,5,2017,0,1,0,10
2018-01-11,5.59,0,1,2018,0,1,0,83
2017-02-01,3.99,0,2,2017,0,1,0,30
2017-03-03,0.0,0,3,2017,0,1,0,294
2016-11-07,6.99,0,11,2016,1,1,0,12
2016-09-12,0.79,0,9,2016,0,1,0,23
2016-08-03,0.0,0,8,2016,0,1,0,52
2017-05-11,0.0,0,5,2017,0,1,0,102
2016-08-09,3.99,0,8,2016,0,1,0,7
2017-12-22,2.09,0,12,2017,0,1,0,4
2016-09-08,2.79,591,9,2016,0,1,0,37
2016-08-02,0.79,0,8,2016,0,1,0,48
2017-01-01,12.39,0,1,2017,0,1,0,2722
2018-02-22,0.79,264,2,2018,0,1,0,17
2019-02-21,0.0,0,2,2019,0,1,0,69
2016-09-01,2.09,0,9,2016,0,1,0,27
2016-08-02,0.0,3,8,2016,0,1,0,1135
2016-12-13,4.99,0,12,2016,0,1,0,36
2016-08-09,0.79,0,8,2016,0,1,0,17
2016-08-10,3.99,0,8,2016,1,1,1,16
2016-08-26,2.79,0,8,2016,0,1,0,7
2016-09-09,0.0,0,9,2016,0,1,1,19
2016-09-01,5.59,0,9,2016,0,1,0,1
2016-08-12,0.79,276,8,2016,1,1,0,46
2017-02-23,8.99,0,2,2017,0,1,0,45
2016-08-26,1.59,3,8,2016,1,1,0,36
2016-08-04,1.99,0,8,2016,0,1,0,10
2016-09-26,6.99,0,9,2016,0,1,0,39
2016-10-25,22.99,0,10,2016,1,1,0,21
2016-09-15,1.99,346,9,2016,1,1,0,24
2017-07-11,1.69,0,7,2017,1,1,0,22
2016-08-09,6.99,0,8,2016,0,1,0,6
2018-09-06,11.99,0,9,2018,0,1,0,40
2016-08-10,2.09,0,8,2016,0,1,0,17
2018-10-16,7.19,496,10,2018,0,1,0,431
2018-02-12,13.49,0,2,2018,0,1,0,230
2018-10-18,19.99,517,10,2018,1,1,0,372
2017-02-06,39.99,0,2,2017,1,1,1,1330
2017-07-07,6.99,270,7,2017,0,1,0,88
2018-03-28,10.99,0,3,2018,0,1,0,126
2016-12-12,3.99,0,12,2016,0,1,0,19
2016-09-02,2.09,0,9,2016,0,1,0,54
2016-10-27,4.79,0,10,2016,0,1,0,43
2016-10-07,3.99,182,10,2016,0,1,0,269
2016-09-16,0.0,11,9,2016,0,1,1,671
2016-10-13,6.99,0,10,2016,0,1,0,134
2016-08-23,0.0,5193,8,2016,0,1,0,658
2016-08-09,3.99,0,8,2016,0,1,0,8
2016-08-29,10.99,0,8,2016,0,1,0,3
2017-01-20,0.0,0,1,2017,0,1,0,18
2018-02-23,11.39,0,2,2018,0,1,0,25
2016-08-08,0.0,0,8,2016,0,1,0,67
2016-08-23,5.59,0,8,2016,0,1,0,20
2016-10-03,0.0,0,10,2016,0,1,0,59
2016-08-17,1.69,0,8,2016,0,1,0,15
2017-02-06,6.99,292,2,2017,1,0,0,771
2017-07-31,10.99,0,7,2017,0,1,0,62
2016-09-06,1.59,0,9,2016,0,1,0,48
2016-08-10,1.99,0,8,2016,0,1,0,100
2016-08-25,0.79,0,8,2016,0,1,0,2
2016-08-11,2.79,0,8,2016,0,1,0,10
2016-11-30,3.99,0,11,2016,0,1,0,31
2016-08-08,1.99,0,8,2016,0,1,0,15
2016-10-25,1.99,0,10,2016,0,1,0,206
2016-08-09,2.09,0,8,2016,0,1,0,5
2016-08-24,4.99,313,8,2016,0,1,0,151
2016-08-11,2.79,308,8,2016,0,1,0,117
2016-10-20,1.69,0,10,2016,0,1,0,43
2016-08-17,5.59,0,8,2016,0,1,0,4
2017-07-25,6.99,0,7,2017,0,1,0,17
2016-08-16,5.59,0,8,2016,0,1,0,13
2016-08-23,0.79,181,8,2016,0,1,0,21
2016-08-08,2.09,213,8,2016,0,1,0,104
2016-12-05,4.79,0,12,2016,0,1,0,160
2017-12-18,10.99,0,12,2017,0,1,0,20
2016-09-01,1.99,0,9,2016,0,1,0,21
2016-12-22,5.79,0,12,2016,0,1,0,31
2016-11-17,5.79,0,11,2016,0,1,0,9
2016-08-15,0.79,0,8,2016,0,1,0,1
2016-10-12,10.99,0,10,2016,1,1,0,75
2016-09-29,6.99,0,9,2016,0,1,0,15
2016-11-18,3.99,241,11,2016,0,1,0,2465
2016-10-17,3.99,352,10,2016,0,1,0,39
2016-11-16,1.99,0,11,2016,0,1,0,45
2018-07-13,9.29,0,7,2018,0,1,0,63
2016-12-06,3.99,0,12,2016,1,1,1,17
2017-03-07,6.99,0,3,2017,0,1,0,59
2016-08-11,3.99,0,8,2016,0,1,0,22
2016-08-17,0.79,0,8,2016,0,1,0,4
2016-08-19,3.99,289,8,2016,0,1,0,82
2017-05-01,1.99,0,5,2017,0,1,0,27
2017-07-25,29.99,54,7,2017,0,1,0,3037
2016-11-17,6.99,0,11,2016,0,1,0,9
2016-10-14,6.99,0,10,2016,0,1,0,12
2016-09-27,29.99,141,9,2016,0,1,0,1471
2016-09-23,1.99,206,9,2016,0,1,0,63
2016-09-12,8.99,0,9,2016,0,1,1,24
2017-04-18,0.0,81,4,2017,1,1,0,1711
2016-09-22,4.99,0,9,2016,1,1,0,10
2016-08-29,5.19,1,8,2016,1,1,0,21
2016-08-09,3.99,0,8,2016,0,1,0,10
2017-01-10,1.59,0,1,2017,0,1,0,3
2018-03-07,6.99,0,3,2018,0,1,0,22
2017-03-03,0.79,251,3,2017,0,1,0,95
2017-05-11,6.99,1,5,2017,0,1,0,437
2018-07-06,2.09,0,7,2018,0,1,0,8
2016-08-09,6.99,0,8,2016,0,1,1,187
2016-09-09,6.99,0,9,2016,1,1,0,6
2017-12-14,4.99,0,12,2017,0,1,0,20
2017-01-23,0.79,0,1,2017,0,1,0,32
2018-05-15,0.79,0,5,2018,1,1,1,11
2016-11-30,2.79,0,11,2016,0,1,0,78
2019-01-15,9.99,8,1,2019,1,1,0,383
2016-08-24,2.79,0,8,2016,0,1,0,170
2016-08-22,1.99,0,8,2016,0,1,0,41
2016-10-25,1.59,131,10,2016,1,1,0,2755
2016-10-04,6.99,0,10,2016,0,1,0,29
2017-11-30,0.0,14,11,2017,0,1,0,152
2016-09-05,14.99,20,9,2016,0,1,0,461
2016-10-31,3.99,0,10,2016,0,1,0,5
2017-06-08,14.99,0,6,2017,0,1,0,19
2016-12-29,4.79,0,12,2016,0,1,0,23
2016-09-15,1.99,0,9,2016,0,1,0,49
2016-08-18,0.79,262,8,2016,0,1,0,90
2016-11-16,10.99,0,11,2016,0,1,0,53
2016-08-24,0.0,98,8,2016,0,1,0,2834
2017-01-13,3.99,0,1,2017,1,1,0,266
2016-09-09,1.69,0,9,2016,0,1,0,28
2016-12-29,0.0,3,12,2016,1,0,0,104
2016-09-01,3.99,0,9,2016,0,1,0,50
2016-09-07,3.99,0,9,2016,0,1,0,12
2016-08-17,0.79,206,8,2016,0,1,0,130
2018-02-16,3.99,0,2,2018,1,1,0,11
2016-12-20,2.89,0,12,2016,0,1,0,20
2016-08-24,0.79,0,8,2016,0,1,0,53
2016-08-22,2.79,0,8,2016,0,1,0,13
2017-01-26,6.99,0,1,2017,0,1,0,19
2016-08-25,0.79,300,8,2016,0,1,0,30
2016-11-28,18.99,856,11,2016,0,1,0,1137
2016-08-01,1.99,0,8,2016,0,1,0,8
2017-03-10,10.99,394,3,2017,1,1,0,5753
2017-05-15,0.0,0,5,2017,0,1,0,11
2016-10-07,0.0,36,10,2016,1,0,0,1863
2017-01-27,10.99,0,1,2017,0,1,0,17
2016-08-22,6.99,0,8,2016,0,1,0,7
2016-08-11,1.59,0,8,2016,0,1,0,10
2017-05-31,6.99,0,5,2017,0,1,0,74
2016-09-29,0.0,0,9,2016,0,1,0,52
2016-09-01,1.99,102,9,2016,0,1,0,1303
2016-08-23,4.79,0,8,2016,0,1,0,8
2019-01-23,0.79,0,1,2019,0,1,0,40
2016-08-14,3.99,0,8,2016,0,1,0,5
2017-12-21,7.99,0,12,2017,0,1,0,39
2018-12-13,14.99,0,12,2018,0,1,0,286
2017-02-27,5.59,0,2,2017,0,1,0,19
2017-01-19,1.99,0,1,2017,0,0,1,1
2016-10-27,6.99,0,10,2016,0,1,0,144
2017-10-19,3.99,0,10,2017,0,1,0,184
2016-08-09,1.99,298,8,2016,0,1,0,66
2016-08-24,3.99,0,8,2016,0,1,0,154
2016-11-30,7.99,0,11,2016,0,1,0,128
2016-08-24,4.99,0,8,2016,0,1,0,54
2016-09-12,0.0,142,9,2016,0,0,0,152
2016-12-06,0.0,7,12,2016,0,1,0,1208
2016-09-21,6.99,0,9,2016,0,1,0,48
2017-01-31,6.99,0,1,2017,0,1,0,87
2018-10-03,0.0,0,10,2018,0,1,0,127
2016-11-04,1.99,282,11,2016,1,1,0,2099
2016-09-28,3.19,235,9,2016,0,1,0,144
2017-06-16,3.19,299,6,2017,0,1,0,45
2017-02-23,3.99,0,2,2017,0,1,0,72
2016-12-06,0.0,22,12,2016,1,1,0,2274
2016-09-05,0.79,238,9,2016,0,1,0,213
2016-08-18,4.79,0,8,2016,0,1,0,33
2016-10-06,1.59,238,10,2016,1,1,0,120
2018-01-10,2.09,264,1,2018,0,1,0,7
2016-09-21,1.99,214,9,2016,0,1,0,89
2016-12-02,0.79,207,12,2016,0,1,0,151
2016-09-16,3.19,276,9,2016,0,1,0,130
2018-07-12,15.49,0,7,2018,0,1,0,44
2018-08-29,15.49,1264,8,2018,0,1,0,24490
2016-08-17,0.79,0,8,2016,0,1,0,43
2016-09-01,4.79,0,9,2016,0,1,0,157
2016-08-18,1.69,0,8,2016,0,1,0,22
2016-09-26,0.79,219,9,2016,0,1,0,1508
2016-08-13,1.99,0,8,2016,0,1,0,13
2016-10-26,3.99,234,10,2016,0,1,0,38
2016-09-30,6.99,0,9,2016,1,0,0,8
2016-12-16,2.89,0,12,2016,0,1,0,37
2016-08-25,1.59,0,8,2016,1,1,0,57
2017-02-02,6.99,0,2,2017,0,1,0,248
2016-09-30,3.99,0,9,2016,0,1,0,9
2016-08-17,3.99,0,8,2016,0,1,0,65
2017-03-15,2.09,0,3,2017,0,1,0,10
2016-08-14,1.69,322,8,2016,0,1,0,51
2016-08-19,1.99,0,8,2016,0,1,0,52
2016-09-06,10.99,0,9,2016,0,1,1,30
2016-08-19,4.99,0,8,2016,0,1,0,8
2016-09-15,6.99,0,9,2016,0,1,0,118
2017-02-02,6.99,0,2,2017,0,1,0,12
2016-12-01,6.99,0,12,2016,0,1,0,29
2016-08-26,6.99,0,8,2016,0,1,0,58
2016-09-02,6.99,0,9,2016,0,1,0,33
2016-09-09,6.99,0,9,2016,0,1,0,35
2016-10-03,3.99,0,10,2016,0,1,0,7
2016-08-17,5.59,0,8,2016,0,1,0,12
2016-10-10,2.49,0,10,2016,0,1,0,123
2017-03-20,6.99,0,3,2017,0,1,0,106
2016-11-10,14.99,125,11,2016,0,1,0,524
2017-01-27,2.79,0,1,2017,0,1,0,62
2016-08-18,0.79,0,8,2016,0,1,0,12
2017-05-26,0.79,0,5,2017,0,1,0,4
2016-09-01,2.99,0,9,2016,0,1,0,9
2016-10-03,0.0,0,10,2016,0,1,0,70
2016-09-26,3.99,0,9,2016,1,1,0,21
2016-08-18,7.19,0,8,2016,1,1,0,97
2017-03-22,0.79,0,3,2017,0,1,0,63
2016-08-15,0.79,232,8,2016,1,1,0,81
2016-08-18,0.79,232,8,2016,1,1,0,78
2016-08-18,0.79,222,8,2016,0,1,0,67
2018-10-15,11.99,0,10,2018,0,1,0,247
2017-02-03,6.99,0,2,2017,0,0,0,1
2016-08-18,0.99,0,8,2016,0,1,0,9
2017-12-21,9.29,0,12,2017,0,1,0,2
2017-07-07,10.29,246,7,2017,0,1,0,3
2016-08-29,3.99,0,8,2016,0,1,0,27
2016-12-23,9.99,0,12,2016,0,1,0,14
2017-05-18,1.69,176,5,2017,0,1,0,207
2017-01-25,7.19,296,1,2017,0,1,0,173
2016-09-16,3.99,0,9,2016,0,1,0,13
2016-08-18,1.99,0,8,2016,0,1,0,47
2016-10-12,1.99,268,10,2016,0,1,0,167
2016-12-16,6.99,0,12,2016,0,1,0,65
2016-08-18,6.99,0,8,2016,0,1,0,18
2016-12-02,6.99,0,12,2016,0,1,0,3
2016-09-07,6.99,0,9,2016,0,1,0,2
2016-08-25,6.99,0,8,2016,0,1,0,1
2016-08-29,5.19,0,8,2016,0,1,0,6
2016-08-19,6.99,0,8,2016,0,1,0,1
2016-08-30,4.99,0,8,2016,0,1,0,4
2016-10-06,3.99,0,10,2016,0,1,0,17
2017-01-27,3.99,0,1,2017,0,1,0,29
2016-08-31,3.99,0,8,2016,0,1,0,9
2018-07-10,15.49,0,7,2018,0,1,0,58
2018-10-22,7.19,0,10,2018,0,1,0,2
2016-09-15,0.79,0,9,2016,0,1,0,70
2017-08-15,22.99,91,8,2017,0,1,0,3051
2018-12-20,3.99,0,12,2018,0,1,0,291
2016-10-17,1.59,0,10,2016,0,0,0,9
2017-01-17,6.99,0,1,2017,1,1,0,93
2016-08-17,3.99,0,8,2016,0,1,0,8
2017-08-28,3.99,0,8,2017,0,1,0,14
2016-08-20,0.0,14,8,2016,0,1,0,214
2016-09-26,1.99,112,9,2016,0,1,0,1676
2018-06-13,26.99,0,6,2018,1,1,0,2283
2017-08-24,44.99,1164,8,2017,1,1,1,4060
2017-11-16,0.0,0,11,2017,0,1,0,31
2017-03-16,18.99,0,3,2017,0,1,0,229
2016-09-02,0.79,212,9,2016,0,1,0,280
2016-08-15,0.79,19,8,2016,0,1,0,180
2016-10-10,5.99,0,10,2016,0,1,0,114
2016-08-26,0.79,222,8,2016,0,1,0,133
2016-11-30,0.0,0,11,2016,0,1,0,11
2016-10-04,1.99,0,10,2016,0,1,0,16
2017-09-27,3.99,0,9,2017,0,1,0,6
2016-08-17,4.79,0,8,2016,0,1,0,9
2016-08-19,0.79,5402,8,2016,0,1,0,140
2017-02-08,6.99,0,2,2017,0,1,0,59
2016-10-24,1.99,0,10,2016,0,1,0,1
2016-09-06,3.99,0,9,2016,0,1,0,17
2018-07-12,15.99,0,7,2018,1,1,0,18
2016-08-25,2.79,0,8,2016,0,1,0,21
2019-02-28,14.99,102,2,2019,1,1,0,348
2016-12-19,1.99,0,12,2016,0,1,0,10
2018-05-22,15.49,0,5,2018,0,0,0,124
2016-10-14,10.99,0,10,2016,0,1,0,25
2017-01-04,2.09,194,1,2017,0,1,1,29
2017-04-26,6.99,0,4,2017,0,1,0,74
2017-10-11,3.99,0,10,2017,0,1,0,19
2016-08-24,1.59,0,8,2016,0,1,0,9
2016-08-26,4.79,0,8,2016,0,1,0,2
2016-10-28,0.0,0,10,2016,0,1,0,19
2017-01-16,0.79,0,1,2017,0,1,0,247
2016-08-28,1.69,0,8,2016,0,1,0,17
2017-06-16,0.0,2,6,2017,1,0,0,626
2016-10-17,3.99,0,10,2016,0,1,0,5
2016-09-16,3.99,0,9,2016,0,0,0,4
2016-08-24,1.59,0,8,2016,0,1,0,11
2016-09-04,3.99,0,9,2016,0,1,0,18
2016-09-29,10.99,0,9,2016,0,1,0,6
2018-10-31,12.0,0,10,2018,0,1,0,19
2017-02-20,4.99,0,2,2017,0,1,0,45
2016-08-18,14.99,0,8,2016,0,1,0,96
2017-07-27,7.19,0,7,2017,0,1,0,385
2016-08-24,6.99,0,8,2016,0,1,0,12
2017-03-23,6.99,0,3,2017,0,1,0,4
2016-08-18,2.09,0,8,2016,0,1,0,16
2016-11-11,10.99,0,11,2016,0,1,0,6
2016-10-27,6.99,0,10,2016,0,1,0,2
2016-10-24,10.99,2191,10,2016,0,1,0,14156
2017-05-15,6.99,0,5,2017,1,1,0,18
2016-09-06,0.79,0,9,2016,0,1,0,3
2016-09-08,2.89,0,9,2016,0,1,0,54
2016-09-02,6.99,0,9,2016,0,1,0,3
2016-12-16,11.99,0,12,2016,0,1,0,23
2016-09-17,2.79,0,9,2016,0,1,1,3
2016-08-23,2.09,0,8,2016,0,1,0,14
2016-08-25,2.79,0,8,2016,0,1,0,29
